drugName,condition,review,rating,usefulCount,sentiment
Hydrochlorothiazide,Hypertension,high blood pressure headache dizziness antihypertensive very effective notable improvement highly satisfied,8,114,positive
Losartan,Hypertension,systolic diastolic pressure management hypertension bp reduction great effective works well improved better excellent highly recommend,9,390,positive
Salmeterol,Asthma,respiratory bronchodilator breathing difficulty asthma attack acceptable results some side effects overall manageable,5,498,neutral
Celecoxib,Pain,arthritis pain swelling relief pain management great effective works well improved better excellent highly recommend,9,311,positive
Ciprofloxacin,Infection,infection treatment antibiotic course antimicrobial severe reaction stopped using poor results disappointing,2,390,negative
Montelukast,Asthma,wheezing shortness breath inhaler bronchospasm airway okay moderate average side effects tolerable mixed results,7,289,neutral
Doxycycline,Infection,fever body ache infection clearing antibiotic severe reaction stopped using poor results disappointing,3,497,negative
Metformin,Diabetes Type 2,frequent urination high blood sugar thirst insulin resistance glucose management very effective notable improvement highly satisfied,9,214,positive
Liothyronine,Hypothyroidism,thyroid hormone replacement metabolism slow levothyroxine TSH acceptable results some side effects overall manageable,5,166,neutral
Celecoxib,Pain,pain relief inflammation painkiller analgesic treatment did not work side effects severe bad ineffective poor,3,80,negative
Ibuprofen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain very effective notable improvement highly satisfied,9,338,positive
Lansoprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump fantastic medication excellent results quick relief,8,110,positive
Zolpidem,Insomnia,sleep insomnia waking night trouble falling asleep works somewhat decent average improvement moderate results,7,347,neutral
Cephalexin,Infection,fever body ache infection clearing antibiotic fantastic medication excellent results quick relief,8,23,positive
Lorazepam,Anxiety,anxiety panic attack worry restless nervous great effective works well improved better excellent highly recommend,10,104,positive
Fluticasone,Asthma,respiratory bronchodilator breathing difficulty asthma attack fantastic medication excellent results quick relief,9,167,positive
Lisinopril,Hypertension,systolic diastolic pressure management hypertension bp reduction amazing results works perfectly symptoms gone life changing,8,66,positive
Esomeprazole,GERD,acid indigestion heartburn relief antacid medication fantastic medication excellent results quick relief,9,36,positive
Omeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump okay moderate average side effects tolerable mixed results,7,441,neutral
Rizatriptan,Migraine,migraine attack pain relief cluster headache acceptable results some side effects overall manageable,7,327,neutral
Ranitidine,GERD,heartburn acid reflux stomach burning gastroesophageal terrible side effects worsened no improvement not recommended,4,87,negative
Tramadol,Pain,chronic pain NSAID anti-inflammatory joint muscle pain great effective works well improved better excellent highly recommend,9,223,positive
Amlodipine,Hypertension,systolic diastolic pressure management hypertension bp reduction acceptable results some side effects overall manageable,7,40,neutral
Ranitidine,GERD,heartburn acid reflux stomach burning gastroesophageal fantastic medication excellent results quick relief,9,398,positive
Sertraline,Depression,sadness hopeless mood antidepressant serotonin amazing results works perfectly symptoms gone life changing,8,463,positive
Propranolol,Migraine,pulsating head pain migraine medication sound sensitivity amazing results works perfectly symptoms gone life changing,9,120,positive
Amlodipine,Hypertension,high blood pressure headache dizziness antihypertensive acceptable results some side effects overall manageable,6,78,neutral
Amoxicillin,Infection,fever body ache infection clearing antibiotic works somewhat decent average improvement moderate results,5,237,neutral
Celecoxib,Pain,arthritis pain swelling relief pain management acceptable results some side effects overall manageable,7,325,neutral
Acetaminophen,Pain,arthritis pain swelling relief pain management fantastic medication excellent results quick relief,10,77,positive
Levothyroxine,Hypothyroidism,hypothyroid medication energy cold intolerance thyroid function fantastic medication excellent results quick relief,8,407,positive
Salmeterol,Asthma,breathing problem airway inflammation asthma medication did not work side effects severe bad ineffective poor,3,158,negative
Liothyronine,Hypothyroidism,thyroid hormone replacement metabolism slow levothyroxine TSH terrible side effects worsened no improvement not recommended,2,39,negative
Amoxicillin,Infection,fever body ache infection clearing antibiotic very effective notable improvement highly satisfied,8,236,positive
Celecoxib,Pain,arthritis pain swelling relief pain management great effective works well improved better excellent highly recommend,10,230,positive
Naproxen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain acceptable results some side effects overall manageable,6,77,neutral
Jardiance,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management severe reaction stopped using poor results disappointing,4,43,negative
Trazodone,Insomnia,insomnia sleep disturbance treatment sleep aid terrible side effects worsened no improvement not recommended,2,224,negative
Doxepin,Insomnia,sleep disorder medication sedative sleep quality fantastic medication excellent results quick relief,8,469,positive
Budesonide,Asthma,respiratory bronchodilator breathing difficulty asthma attack acceptable results some side effects overall manageable,7,306,neutral
Januvia,Diabetes Type 2,frequent urination high blood sugar thirst insulin resistance glucose management severe reaction stopped using poor results disappointing,3,347,negative
Ranitidine,GERD,acid indigestion heartburn relief antacid medication acceptable results some side effects overall manageable,6,447,neutral
Escitalopram,Depression,depressive episode treatment medication mood stabilizer did not work side effects severe bad ineffective poor,3,469,negative
Propranolol,Migraine,pulsating head pain migraine medication sound sensitivity very effective notable improvement highly satisfied,10,66,positive
Ibuprofen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain acceptable results some side effects overall manageable,6,405,neutral
Topiramate,Migraine,pulsating head pain migraine medication sound sensitivity great effective works well improved better excellent highly recommend,9,330,positive
Doxycycline,Infection,bacterial infection antibiotic fever chills body ache fantastic medication excellent results quick relief,8,158,positive
Fluoxetine,Depression,persistent low mood anxiety depression mental health okay moderate average side effects tolerable mixed results,7,115,neutral
Fluoxetine,Depression,sadness hopeless mood antidepressant serotonin severe reaction stopped using poor results disappointing,3,394,negative
Doxepin,Insomnia,sleep disorder medication sedative sleep quality severe reaction stopped using poor results disappointing,2,67,negative
Tramadol,Pain,pain relief inflammation painkiller analgesic treatment acceptable results some side effects overall manageable,5,394,neutral
Naproxen,Pain,pain relief inflammation painkiller analgesic treatment very effective notable improvement highly satisfied,9,186,positive
